2/88/180|Community|https://i.imgur.com/ZLOqA96.gif|TC,TA
3/68/143|kaliuresis||
9/54/90|Théophile||
9/64/72|XP|https://i.imgur.com/36bGCP3.gif|AT
18/31/72|XP||
20/30/72|psyblade42 / XP|https://i.imgur.com/kl7xZdn.gif|AC
24/20/140|Théophile||
29/20/130|Tiralmo|https://imgur.com/M9uELuc|
35/20/117|XP / Théophile|https://i.imgur.com/NOf56NI.gif|
73/19/99|Luraman / XP|https://cdn.discordapp.com/attachments/1401917374256386149/1417390954100555806/Kaizen_-_A_Factory_Story_-_73_19M_99.7z?ex=68ca4fb1&is=68c8fe31&hm=35424ee1138dc0c6d6935bd111d119750885e9a37ad8b74664beefa87b931ade&|CT,CA
