2/83/221|Community|https://i.imgur.com/YruzYbQ.gif|TC,TA
3/74/377|XeniVari||
3/75/351|Théophile|https://i.imgur.com/cHBjT1j.gif|
4/62/228|Nighthawk||
4/75/216|Nighthawk||
5/70/216|Nighthawk||
6/69/204|ButtermilkDoughnut||
8/44/165|XP||
9/43/165|XP||
14/35/266|ButtermilkDoughnut||
14/62/150|penzo|https://i.imgur.com/7x1Esuu.gif|AT
19/33/256|Théophile||
21/53/154|Nighthawk||
25/44/154|Nighthawk||
27/29/272|Théophile||
37/28/289|Théophile|https://i.imgur.com/6PK6hiM.gif|
37/42/150|Théophile|https://i.imgur.com/iADY1u0.gif|
39/39/150|XP / Théophile|https://i.imgur.com/9YPn7Z6.gif|AC
87/23/300|Luraman / XP|https://i.imgur.com/4fDx3Hq.gif|CT,CA
