2/40/110|Nighthawk||TC
2/42/88|Community|https://github.com/JohnDiGriz/my-kaizen-gifs/blob/master/Tube%20Sock/Community%20-%202,%2042,%2088/Kaizen%20-%20A%20Factory%20Story%20-%20Tube%20Sock%20(2,%20%C2%A542M,%2088).gif?raw=true|TA
3/26/90|XeniVari||
3/47/72|slabdrill||
4/53/63|Théophile||
5/52/64|Théophile||
6/39/54|Théophile|https://i.imgur.com/10n7aqR.gif|AT
7/37/72|ButtermilkDoughnut||
8/30/54|Nighthawk||AC
9/28/56|Théophile||
12/18/110|Théophile|https://i.imgur.com/gYV3dFL.gif|CT
13/18/88|Luraman|https://i.imgur.com/wTnDSkR.mp4|CA
